,Word,Meaning,Origin,Origin_code,POS,Errors,Similarity,Freq,Freq_diff,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
177,अनुमति,permision,SKRT,1,noun,3809,0.8532251,77561,54335,-1.8007114,4.850021,1.2227046,0.9913534,0.35610148,1.134563,0.85596246,-0.49175504,0.83136016,4.1547275,1.5057601,-2.8088605,-1.0650933,-2.5967376,1.2242216,0.27496207,0.3416913,-0.7689682,-1.2069474,-1.1250771,-1.940376,0.3402717,1.1712304,1.6944122,1.2511203,-4.4383583,6.413827,2.6835148,4.1607676,-1.8296014,-1.8009793,-2.0188196,-1.0583347,2.4866061,-1.5984758,-0.3750904,4.822082,0.4514772,-0.42909682,0.4616795,-5.684991,2.1988487,0.4471568,-1.6028236,-0.8323804,-2.1448598,-1.1248587,1.0705976,-1.0875247,2.34544,-2.902591,0.09014083,1.0461004,-0.73206663,-3.5215187,-2.2668881,1.4708601,0.8737298,-2.4776182,-2.8990052,1.7429124,4.90772,-3.0281992,-1.299501,0.028211802,1.974208,1.2667506,-0.34021187,2.508255,0.7578331,2.5996134,5.4256153,-0.46370602,-0.7229216,3.0480344,-2.858543,0.52253234,2.9525802,3.2742403,-5.4914494,-0.059455518,-1.817375,-3.0834408,0.15409152,1.0085037,-5.1512074,-3.3444538,1.457151,2.4825115,-1.1645472,-0.38236484,0.9186331,3.2952926,2.0059505,5.269338,3.3003807,-0.58682853,2.6691926,2.536006,-0.22044742,-1.0036049,-2.4643,0.5989334,3.0727315,-0.27507722,1.3043338,3.8121352,0.86560875,2.0553756,-2.9541795,-2.203603,-2.258338,1.4027313,1.3339123,-2.592242,-2.9420373,1.8841164,0.37976146,-3.6036189,5.2567244,3.7259743,4.783305,-1.8698026,-3.3562758,0.0491396,-2.0333571,2.5696666,-3.3460104,-2.6666596,2.415248,-1.5078063,2.1369028,-6.410804,-1.7657702,1.0103983,-0.3767265,0.6021594,-0.20160085,0.85031927,-0.934654,1.2210588,-1.4221389,-1.0325795,-0.6705941,-3.1132886,-3.532783,1.2361205,-2.344085,0.5464836,0.93267024,-3.9998507,-8.602103,-1.0357583,-1.0574765,-1.1503168,-0.97380877,0.5986325,1.4362818,-2.9376087,4.2370415,-1.1683016,2.8703604,-2.310748,0.49190983,-2.8440156,0.7354406,3.10069,2.190832,-1.070837,2.5268269,-2.3043764,-1.7733256,1.4311187,-0.38723388,0.35952252,2.575867,0.5982909,-0.8189913,-4.099199,-2.1578255,0.4888613,0.30897543,-2.1051745,-1.1724901,-1.2604957,-5.663463,-1.2437811,-0.64143103,-3.8457808,2.2402482,-4.5458694,1.7343887,-1.998753,-1.4610581,0.46081838,-3.3239603,-0.4590475,0.5667052,2.7735245,2.4634686
268,साल,year,PA,0,noun,3796,0.8413576,624210,173579,-1.1329409,-1.3576454,3.1421678,0.58134997,-1.0715966,-0.94517803,0.44865152,3.8762016,-3.8638866,-0.87079847,2.3203583,1.3420424,-3.468013,-1.5943656,-0.85343105,-5.670521,1.0333251,2.3900766,1.6753248,-3.1373627,3.1061022,-1.6822593,1.6398797,-0.7327306,3.7680154,-4.2790513,1.9280381,1.6514953,1.8365129,4.721201,-0.26463947,-0.02398113,-1.0609921,-1.4945645,-4.81316,3.1189003,-0.521035,-3.3424394,1.5140364,-0.7631794,-0.07981679,2.4982316,-4.7897916,-0.534541,-0.06606891,3.6515985,0.121194124,-0.09128178,7.5293894,3.9611087,4.199522,0.5301303,1.9276246,0.95820296,1.0372692,-0.69230354,2.366566,0.20283222,2.2555192,0.9129762,-0.5510329,-1.9823095,-0.2719814,-2.3896325,-2.6714718,0.60804904,1.0672246,0.41186857,0.4935031,0.58055776,-1.4072461,-1.304536,-2.7197948,-1.4142538,0.15161534,-0.09216814,1.3934602,-2.547145,-2.6104236,0.8664793,0.20922706,-2.0057387,-2.9919944,1.5188643,3.62258,-0.19730335,1.97608,1.8035072,1.3105783,1.6537038,-1.0392196,0.79925835,2.7377315,-4.4587703,3.7254393,-0.7918158,5.2944875,-2.5546002,-0.29648426,-1.2701105,0.029321533,2.6134512,1.1844602,-0.76548207,3.7172189,-2.661235,0.106511004,2.707684,1.3021309,1.8200395,-6.4481735,2.3262205,2.18641,-5.0246496,1.5810885,-0.9309751,1.7876151,-2.3282406,3.4082756,-1.5828899,-1.0329738,1.3000119,3.3991265,-3.5027802,-4.967593,2.4920547,-2.6883018,2.5921648,0.68389666,0.23175186,-1.6389345,1.8799338,1.613567,-4.350603,-5.0477695,-2.0324383,-1.5762393,3.0270324,4.0228,-4.952696,1.7381283,0.67197764,-0.8333863,-2.320241,1.6487902,0.58720076,1.0297009,-0.12579773,-1.4864874,0.7111316,0.9033461,-0.33348224,2.8507354,-0.107434765,-8.35826,1.7904427,-1.1393734,1.4812161,4.2047176,-1.2675743,0.96756494,5.319496,-2.1209452,0.86728823,0.9780231,-1.7270576,2.8862622,0.822394,4.9378047,-1.5951614,0.25244823,0.41537616,-1.2206606,-2.4453743,1.1168625,2.8702886,-2.2323947,-2.0294335,4.2104087,-2.2806158,-0.78484136,-0.8262723,1.1148411,3.896166,-0.59113866,0.2131316,-3.846626,1.1976609,0.773977,-1.0766015,1.8312279,-0.79472125,-2.927843,2.5465524,0.1734784,0.566196,-0.36414143,2.6986501,3.6983457,0.8866752
124,बीमारी,illness,PA,0,noun,3716,0.7234554,64388,-25372,-2.719076,-1.9222962,-0.31161138,3.6160338,1.068401,-2.1830997,-0.95176727,-0.03301543,1.9101074,2.3939393,-1.8888894,0.60600394,0.49863943,0.5644394,-2.0397115,0.44219807,1.6735884,1.6748116,-2.6881459,2.3212254,2.712244,0.33833015,0.57384104,2.4012058,0.504279,-0.9163505,-0.109580785,-1.7143381,-1.1590891,4.7128687,1.519984,-4.453153,-0.48427418,-2.426756,-3.3051112,1.5902147,0.21005194,-0.6627238,-0.6503641,3.2344756,-0.26381445,-0.17195936,-3.6546924,-2.6359293,-2.979165,-2.6695843,0.8750679,-1.3360883,3.240189,-0.7169483,-2.7385771,-0.772988,2.125328,-1.8750095,0.26217514,-0.94982994,2.6165864,2.3034234,-2.9888742,0.03996816,-1.9059205,0.79426813,-0.7095152,-4.9439073,-1.0237116,-0.96005625,2.999142,1.834858,0.47836554,-1.3515567,0.927442,-0.8331447,-1.0709368,-0.9982048,-3.3418057,2.2683332,1.8214341,-1.7486142,-2.0683565,-0.16258405,-1.2012352,-0.360583,-3.6378758,-0.296269,1.2706497,-0.83435214,1.71749,-1.3775865,-2.7379813,-0.29115236,-1.765629,0.24188332,0.14751679,2.5358796,3.3956325,0.33625785,-1.2461656,-1.1838819,1.6249331,-1.7470496,-0.8579873,2.438266,1.5981658,-1.2915162,-1.1330068,-2.4653316,-1.0604988,-1.2849405,-0.29930586,-0.06830693,1.755179,-2.090246,-2.0649397,-0.6730614,-0.22579366,-0.5105835,3.2315977,-1.3266777,4.527987,-0.1605679,1.4530002,-0.6092152,-1.546635,1.4563627,-0.11930673,-2.5524864,0.19684482,3.396737,0.6067215,-1.795026,0.5807878,-1.8713359,-0.25854844,0.21083295,0.946662,-0.22202374,-6.0866566,0.0018606571,-1.061401,-2.3859727,-0.036456537,1.2657313,-1.9622031,-1.6988118,0.5888072,0.27762994,-0.73950624,0.8580898,-0.15233359,-3.0050726,-2.6817956,1.6202267,0.62871677,2.809907,-0.9113608,-3.61559,-4.8888254,0.08780924,-0.6083228,-2.8684216,-0.27926853,1.3640378,0.86291367,-0.52865005,2.3343914,0.19228593,2.8535914,1.1523653,-1.5490575,0.935408,0.5610816,0.33294854,-2.442974,2.0085516,-0.13594955,-0.33528757,0.10404788,1.6926823,-1.8298191,-2.7002692,0.047985718,0.22515072,-1.9004506,0.40928218,-3.3792822,0.78506166,-4.001401,0.67661047,-1.0215452,-0.29848844,-0.65994257,-1.8460811,-0.79079634,-1.5554701,-0.8702112,-1.4470259,2.2063131,-0.9663192,0.20749563,5.225412
12,हमेशा,always,PA,0,adv,3462,0.7090707,195293,148199,0.64421046,0.017903527,-1.9408056,-1.1999549,-0.15280806,0.38076264,0.7249383,0.64664274,0.7859753,2.7598817,0.9779632,0.9449717,1.1138021,1.1915632,-0.7768491,1.5319233,0.5003918,1.2893231,-0.29603478,1.3802696,1.6515965,-0.9454379,0.39249384,1.3787601,0.5980543,-0.40283793,-1.6790538,0.056766205,0.9379357,-0.75565773,2.1621459,0.2180457,-0.614682,-1.7470326,-0.52772856,2.4657996,0.48906857,-0.36497602,0.5932923,2.3296614,0.8525163,0.29729396,0.4829441,1.0725995,-0.7379517,-0.58814114,1.847982,0.3797238,-2.8216588,1.2180196,0.92312115,-1.3374784,0.8981602,-1.5329645,1.033294,3.079591,1.4877483,-0.06875509,-1.8010274,1.794649,-0.70303684,-1.4456242,-2.440215,0.39416966,1.6757551,4.433792,-1.3602211,1.1007473,1.0369847,2.4821398,-0.35023648,-0.66193396,1.1864125,0.39132673,-0.42442292,-0.8849791,2.5974717,0.54629457,0.33114234,-0.56339437,-0.36499313,-0.758341,-1.7371318,0.06033452,1.2823933,-0.6958661,2.2978323,1.9429779,0.1346983,0.25347513,0.5922473,-0.7477062,1.451981,-0.4214522,-1.9774129,1.8876146,-0.00052876107,3.9368825,-0.2879459,0.5164508,-0.084073685,-1.9306067,-0.25447074,-0.035801303,-1.4949921,0.12312298,-1.0269399,-0.71758014,-1.762667,-0.62717015,3.1542034,-0.23900735,0.5811614,0.39030433,-1.0026804,-1.6067829,-0.7047027,-1.4544331,-0.43568742,0.119331226,0.82418823,0.19316563,0.8451132,-0.24485916,1.6633295,2.0051336,-0.6687704,0.012973916,0.6716999,0.035572346,1.008669,-1.3144162,-0.24466737,0.68615884,1.319649,-0.7514435,0.17557453,-0.16148464,-0.2724686,-0.030536383,-1.5577686,-0.0396513,1.5007169,0.07452804,1.4173269,-1.3385357,0.045874882,-0.026641266,-1.1325103,-1.1682013,1.3701888,-0.19326623,0.39825052,-3.4733014,0.7379628,1.2130123,-0.70145035,-0.9356112,1.536939,-0.9547967,1.5640914,-1.0622338,0.1450935,0.44026518,0.7405437,-1.1033674,3.1709158,-0.30176842,-1.2074602,0.98939157,0.60978395,2.318705,-1.1372174,-0.53218335,-0.1159565,-0.96793485,-2.0580559,0.6631071,1.6763026,1.0236634,-0.4801066,-1.4615993,1.1172479,-1.1094013,-1.4482855,1.7328007,-1.9401172,3.4581711,3.2595267,-2.939814,-3.5233219,-1.8558115,0.9168959,-0.53890395,1.344016,-0.37386036,-2.4837415,-0.7839487,0.67338496,-2.8188922
200,आराम,rest,PA,0,noun,3125,0.572536,59663,46520,0.8135441,0.33049288,-1.6249287,2.0683453,2.5356665,0.05579339,0.45426682,0.16647941,0.423431,-0.020131106,-0.0102209095,-1.5507634,0.91450244,-0.012915596,2.2927938,1.5605767,-1.815294,-1.1354015,1.3772666,0.394466,-1.9583994,-0.8630261,2.5713346,-1.9722972,0.06841665,0.5834537,-0.4269156,-0.40180844,-0.5201357,-2.4005144,1.6719724,0.74292773,0.7496562,0.019955685,-1.2869725,1.0352615,-0.6158129,-2.955897,-1.1594031,0.7312881,-0.8108379,1.3004566,-0.0002718175,-1.8112317,0.028512998,-3.5554962,3.2584872,-0.89157057,-3.3714263,0.71911967,-1.6978389,-4.6086717,4.8921733,0.37249163,-0.008807999,2.0836446,-2.0677924,0.84327155,1.3829646,-0.94495076,-0.04327258,2.7742786,-1.4248053,0.7253766,-3.7611382,0.73498803,-0.09566851,-0.04761623,-1.1692172,0.97083277,1.8844163,0.18094845,-0.9704357,-0.9868762,1.9447006,1.2344303,-0.7102735,1.0204117,0.1145318,-0.7662933,-0.4706592,-3.338606,-3.2875202,1.1383358,2.4480846,-3.0888205,1.3388399,2.2352169,-0.018495599,0.87799567,-5.1661687,0.05793682,-0.7750357,2.5583324,3.75704,0.66058815,-1.355605,-1.2532802,0.29699174,-3.2217977,0.52948135,-2.1934648,-0.78893656,-0.34279728,0.25249928,2.8723543,-1.1944449,1.947762,-1.2296374,-1.3888426,-0.59513116,-2.6668046,-1.8046398,-1.6317003,0.02839589,-1.5978,-2.7294755,0.54495627,2.974901,-1.4338951,4.213506,2.1836352,3.8931355,0.71293837,-0.9397092,0.87869054,0.951197,0.019475408,0.75653136,1.5044402,-1.7994746,-2.387767,-1.0554206,-0.65568316,0.8402617,2.4601653,0.7261597,-0.85817516,-0.32762745,-0.58114916,-4.268447,-0.21141857,-0.9157989,-1.5723547,0.54187363,-2.0599568,0.5553458,1.2969953,-0.4683858,-1.2319621,-1.530236,-1.5554653,0.76766026,-2.1116612,0.7831225,1.180842,-2.4719808,-2.3754966,0.5503373,-1.037138,-0.06563782,0.3934073,-0.12456831,-2.061425,-1.0357767,-0.996851,0.8293232,3.6018777,-1.5155628,-1.1392671,-0.49052355,-0.18755497,-0.57272965,-0.8861879,-0.64827085,-0.33651122,-3.796317,3.2544498,-1.091234,-1.0129018,1.7564006,-2.4510524,-1.5616276,-1.6891074,0.64782494,2.1552372,-1.4622338,1.5849324,1.3889846,-2.1560395,-1.5861913,-2.1976395,-0.72862023,-1.1929756,-3.9234738,-3.14682,-0.28215984,0.029293833,-0.7781746,-2.0638552
73,कठिन,difficult,SKRT,1,adj,3012,0.7976544,63214,-48313,2.566755,0.2074129,1.0480745,-0.39738527,2.766662,-1.6128193,-2.9618487,-0.57446045,1.3238009,1.4842399,1.7287501,-0.33968952,1.9884294,-3.0396638,0.6357605,-0.6764551,-0.3327384,0.9173116,0.53650916,-1.735754,-0.26501143,-1.7950621,-0.088006385,-1.3591131,3.75369,-1.9705918,-0.34196633,-0.61615103,-0.019960672,-1.174167,-0.056760993,-1.0204734,1.8547883,-2.059546,2.4530687,-2.3510256,0.8747134,0.8772031,1.1881381,-1.6103264,-3.1211271,3.2841034,-2.680598,-1.1498687,-2.4028487,-2.1855807,1.6032666,1.5855778,-4.286389,0.37481448,-1.5122833,1.720224,2.9360795,-1.0893233,1.6035903,1.1589723,-1.8462287,3.670508,-1.6693184,-1.0765461,1.1509069,0.004528532,1.9699385,-3.5922067,0.25666416,-2.0317607,1.2737865,2.8345687,0.20587865,-0.10451731,2.6326003,0.060759187,1.6926525,-0.54417694,1.7645737,-0.08110556,-0.98844004,0.3017989,-1.6438526,1.321791,0.5207257,-1.6455047,0.104588866,-1.2746713,-1.1925019,0.17549947,2.225373,0.03188678,-1.5025353,-0.34511566,-1.8504229,2.3924706,1.6996492,-0.50716513,1.6215605,0.93715423,4.5709057,6.9866037,0.4952336,-3.465488,-2.6849504,0.6768285,1.0168413,-3.1359437,0.5136415,1.521194,3.36302,3.104907,-2.6897225,-2.8071463,0.6643832,0.9710145,-2.362459,1.347432,2.6508918,0.29392627,-0.75930816,1.1536922,0.5443352,0.70435005,-1.3987062,-0.24610339,0.24049182,-0.52917737,1.626523,1.8752493,2.4038954,2.329844,1.2958342,-0.5887483,0.62877727,2.7928865,-1.4163435,1.023009,0.5605344,1.6339071,1.3310037,0.9656383,-0.6706769,-1.1814681,-0.17969671,2.1063237,-0.6825911,0.41065946,0.014544073,0.4468853,2.6611912,1.8705224,0.6463978,2.6955478,1.7417644,-0.10579927,-2.1875641,-0.4386257,3.344757,-0.63227797,-2.5931413,-3.8209538,2.1883488,-4.0747685,0.9115727,-0.84509295,3.2154233,-1.9544294,0.098019235,0.040704563,1.2270404,0.95836383,-2.1078284,-2.4970071,0.62637115,-0.08032062,1.5127203,2.7746286,1.0477837,-1.5116327,-0.8094196,-0.6528694,1.4895873,-1.9924922,1.2110087,-1.7688433,-0.76533294,-4.723028,0.98328286,1.027826,-2.1040893,0.46121708,-0.0034693233,-0.32457188,-0.6829967,-1.1336372,3.1523914,-0.98874325,2.2607605,-0.8180527,0.15845297,0.9434257,0.002802913,-1.3534634
81,धरती,"earth, soil",SKRT,1,noun,2976,0.48913103,66918,-98932,0.8633102,-0.41696385,-2.292094,3.5057347,-0.83704144,1.8940612,-0.6174713,0.51438576,-1.1622443,-1.9286082,-2.9326568,-0.36840385,-1.5768876,0.23040965,-3.5156379,0.04877432,-0.042664032,-1.1710695,-1.9590311,1.6785345,1.3266834,-0.5242782,-1.3409272,0.43711537,1.1348519,-0.9868444,0.27372193,0.38378447,-1.1421076,1.7645755,0.5058247,-0.05935023,-2.2204144,-2.001409,1.0500531,-0.43365774,-2.3850307,3.4516845,-0.90463895,4.566812,1.4011791,-1.4931824,-0.15653858,-1.0491785,-0.727964,2.7026784,1.5366844,-3.153364,-1.1344237,0.038846724,1.0144577,-3.6064584,2.0778027,1.4378209,-2.5299354,0.9192657,0.8527902,2.5496905,1.4037079,-0.8395022,-2.8806036,1.1394411,-4.7237015,1.0886121,-1.4828379,2.5072935,0.98463976,4.1976876,0.7192733,-0.56973845,-2.5495954,-0.3803423,-0.09458567,-0.33646575,-3.0290878,3.001806,0.8905831,0.34652802,0.5852297,1.8072064,-2.1591654,0.10058948,-1.4833313,1.2797133,-2.1675622,3.046923,-1.69904,0.9273744,-3.4566154,2.5052695,0.20112997,0.7931832,2.445014,1.0399637,1.618422,2.9975142,1.2819355,-1.3311954,0.9718952,-0.4716649,-0.43092278,5.1204815,1.2622817,-0.39130214,-0.49748135,-0.34914753,-0.17603919,2.2611868,-2.504426,1.1706097,-0.39124557,1.0461692,-2.0098536,0.29594395,1.8056042,-0.4699191,0.5910352,-1.4061013,1.1810598,1.8765779,1.2728256,1.6465374,2.4071543,0.7578448,-2.3166838,1.5496411,-0.49446428,0.0700569,-2.2722962,0.69324106,-0.7963922,-1.0613208,-2.8941822,1.749852,-0.5658406,2.1019359,0.47767448,0.37789583,-1.7034086,3.5331998,-1.3744876,0.9037058,-0.00014067563,0.7621666,1.6767758,1.6077993,-0.8313738,-1.5896451,0.021319907,-1.8082153,-1.4457487,-1.7618612,2.1254933,-1.5331672,0.23510103,-1.4364756,-0.60506046,-0.45863006,-0.4696096,1.9353467,-3.7844183,-0.23651245,-0.7407612,-4.1768527,0.87889034,-1.580153,2.9184818,0.6241427,-0.1775322,1.3742356,0.6038821,2.7017486,-0.6583965,2.7030005,2.771978,-1.6073366,2.6744552,1.3993053,2.2171216,0.2148957,-0.32002053,0.24893478,0.62673616,1.0842258,2.5592172,0.2310605,0.72400653,0.87940353,-0.51461816,1.1352316,-0.4406873,-2.6317909,-1.3046634,-1.3743547,3.3200839,1.7890729,2.6096575,1.4599388,2.6066859,-1.9148583
132,जज़ीरा,island,PA,0,noun,2966,0.19513378,782,-22932,-0.38399732,-1.70496,1.3308101,-0.48328125,-1.5491663,-0.50232416,1.0557904,-0.2834032,0.23979041,-0.9349035,0.7204549,-0.54075277,0.9782255,0.48280033,1.0912596,-0.3893232,-1.5769231,-1.5879958,2.2713027,-0.6575953,-0.0123084225,-0.5748287,0.91101456,0.1126324,-1.5684772,-1.6879306,0.26598927,0.56908995,0.41011468,-1.4678946,0.7445019,-0.8376473,-0.19200005,-1.0067726,0.9845751,-0.7216204,-0.07574196,-1.0945699,0.48251092,-0.7688426,-0.0847085,0.3228927,0.2375686,0.81908643,1.4283656,0.23228797,-1.611336,-0.94353503,0.6289576,0.05836042,0.20794335,-1.2221968,0.88381034,0.9755601,-0.9090217,-0.4094195,1.9352154,-0.882497,-0.668964,0.40727475,-1.300939,0.5370774,-1.192484,-1.5296509,-1.3114673,-0.5079774,1.9312832,0.65488344,0.4566961,0.8299617,-0.29205787,-0.099542685,0.139288,1.480605,-0.24114919,-0.17429805,0.16923313,1.317524,-0.2428361,1.216448,1.0991751,0.19679326,1.4455783,1.1878471,0.4656299,0.08149949,-0.08724467,-1.9480392,1.6428435,1.6959884,-2.1047099,1.6101139,0.20894845,-1.5168195,2.2576349,0.4956674,-0.9821526,0.13002402,1.2210679,0.21050394,-1.0824496,-0.20726815,1.085777,-1.1795598,0.1206359,1.8722886,-0.50866914,-0.57743424,1.018987,0.66657317,1.5606942,-0.78391373,1.028836,-0.7297757,1.4860204,-0.71438223,0.7997499,-1.1248484,-1.6550018,0.4784482,-1.6928065,0.30367285,-1.0386121,1.0894188,0.55945337,0.9555087,-1.262223,-0.40153813,-0.09707742,-1.6044849,0.30717626,-0.2563098,-1.4402975,-1.5624317,-1.2276542,-1.0636227,0.7750769,0.70145756,-0.82751584,-2.2646396,1.2336138,1.3024627,-1.7322152,0.28977594,-1.6008638,-0.7518914,1.5660262,1.5500263,1.2199072,0.06341565,-1.1798717,0.11317864,-1.9090174,-0.06397551,-1.0020657,3.8167186,0.22250964,1.9865421,0.65544254,1.6278162,-0.91494435,1.0683739,-1.2342256,0.18178856,2.7360296,0.88565385,1.2814322,0.6809274,0.45160502,-0.7864788,-0.10741826,0.58949065,1.8843396,-1.3211246,1.0036025,-0.22241233,0.9084813,1.0039616,-0.11799749,0.5635995,-1.2491548,1.2388592,-0.80175054,0.20649128,-0.038984083,-0.42571327,-0.89950085,-0.57305646,-1.0152545,-0.49573648,1.2554855,-1.1399288,-1.031203,-1.1800336,2.2534552,-0.17699534,-0.22189063,0.35282356,-1.4091861,-1.4081025
128,अहम,important,PA,0,adj,2887,0.7721039,47807,-135435,1.9664638,3.3761911,1.8724424,0.08065544,-1.8857833,3.3332043,0.36355814,0.59469825,0.041295186,1.0259768,1.7329458,-1.5459933,2.7175877,1.8120598,0.965482,0.06927537,0.5567213,0.73044026,1.5179981,-0.22387262,1.3728182,-2.3372698,2.2842047,2.5465684,1.4963154,1.6892915,-0.24114811,-1.5131643,1.0686557,-2.3538744,-1.0648056,0.34354943,1.1738421,2.5222955,1.7620907,-1.6270806,-0.20090209,2.5001595,2.5173151,0.49386182,0.4169824,-0.80282986,-0.9592671,0.11972197,-1.1843923,-1.1086339,1.4242558,1.6318384,0.30534092,1.0045875,-0.74629337,0.70485294,1.7701088,-1.8122569,4.9661655,-0.012052756,-0.4811359,0.42822835,0.73760986,0.48465577,-1.0796901,-1.8738254,-1.4423119,-3.904563,0.6328771,1.726312,0.21159175,0.21226408,-1.9448867,1.1830826,1.5188277,1.4695165,1.3622648,1.1254328,0.7234488,-0.29654014,0.053123686,0.33848572,-2.4312892,1.3196297,-0.5200537,0.6305773,-1.876033,-2.8104463,0.7705409,-0.73147976,0.87203115,-1.18777,1.4147779,1.1824014,-1.189925,-0.27559114,0.49881372,-3.431932,-1.9892659,1.1459956,3.0232127,5.842241,-2.370519,0.21288009,-2.8175583,0.2653288,2.379621,0.874893,1.1108111,0.36406532,-0.96028143,-0.5886747,1.6878705,-0.2735708,-0.79925215,-1.374764,-0.33135647,-0.80399907,0.6803546,3.944208,-0.7162069,3.6553168,0.65557355,-1.5990483,-1.2463555,1.6452304,-1.7147516,-2.0416765,-1.0298756,-1.5600672,-0.011589042,-0.39884692,-2.2166486,-0.47371623,-0.46120963,3.06355,-2.9195583,1.0211319,0.3542893,-0.26743418,-0.45848972,0.7342212,0.24676766,-1.7673442,-0.031541724,0.7765251,-0.14602433,0.49100128,1.3995374,-0.45674938,0.8917346,-2.398251,3.6220567,3.024131,3.1666913,-0.44902146,-0.5830531,-1.9022108,1.3763747,-1.9779499,0.095471695,-0.74381775,1.3358216,0.81298333,1.6788367,-1.2906103,3.9738846,0.49578294,0.7726873,-2.048712,-0.3546664,-3.5069761,-0.64889675,-4.8889356,3.8379948,-0.077717885,-0.45806408,0.43410945,2.049466,-1.9640949,-1.9472713,1.6821483,2.1171176,-0.27505794,1.515794,2.101652,1.5308534,-2.1798112,-0.051851917,0.17296793,-2.3477936,0.36950952,-1.795492,0.7619088,0.5134181,1.5167375,-0.7770282,0.86156034,0.3835217,-0.084820405,-0.90769684,-0.67949796,0.93985736,-1.6925646
246,बेहोश,unconscious,PA,0,adj,2848,0.8049493,9268,7520,0.47470424,-1.97018,-2.727504,1.9192021,0.17439015,1.7717091,-0.082926534,-0.6773341,-2.282366,1.0520177,-1.455357,2.5455322,0.8695521,-2.3072517,0.37034678,1.0572689,-1.1456187,-0.5176798,-2.4957726,-0.84777516,-0.081198454,-1.9494487,0.4237277,-0.8939484,-1.608587,0.72822,-0.3414436,-0.44846138,0.6625285,2.717528,1.7600054,-3.5136437,2.5706003,-0.23588504,0.7175032,3.0385885,-1.0174861,-3.461168,-2.4737623,-0.9614081,-0.15429753,1.4882582,-0.8862689,-1.909825,2.3363101,-3.936487,2.9295251,-3.3766456,3.4370615,0.40734255,0.69088876,-0.12684551,0.6243925,0.6881855,-0.33625638,0.94876957,-0.7743757,-0.6535816,1.2423803,0.42963195,-0.3650617,2.764863,-1.6116252,0.39673987,-1.8662039,-1.2475934,0.9081744,1.2779299,1.02886,0.9399802,0.8184785,-0.20844726,0.7724499,0.057427276,3.4273877,2.5581124,2.2209694,-2.7090352,-2.5934188,0.78588825,-0.46727306,-0.32397678,-2.0690506,-0.18991266,-1.2063079,-1.7117647,-0.04118235,-0.22246115,0.31615362,-1.347297,-3.3549993,1.9412277,-1.9153211,2.5140939,2.1422217,0.7643778,0.07796633,0.98090863,2.5451238,1.2372792,1.4805602,-1.2277886,-1.4279135,-2.0811853,0.5465795,1.5910419,0.27293757,-1.0859143,-1.8041476,0.15471345,-2.2658722,-1.3058234,-0.9982094,1.2105074,0.6662092,-1.8804712,-2.5815487,-1.6535177,1.335137,-0.78727734,0.83664006,0.86753124,1.7790401,4.794321,0.8705679,-0.97291,-0.35306916,-0.9788734,3.2880614,1.3992039,-0.47776613,-0.23902829,1.7924421,0.80243737,0.2999388,2.2603211,1.8828999,2.1143239,2.0484304,-2.6131225,-3.4793015,-0.3696571,-0.44081065,-1.8642498,-2.399934,-2.9298499,-2.903933,-0.38540176,2.9972517,-3.1751683,-0.99729866,1.0124019,1.0278662,2.727323,-2.6086059,-0.6834513,-2.8878024,-2.366453,-0.37190545,-2.742622,-0.92763895,0.017022666,-2.5685213,2.2738936,1.7746323,-1.4918557,3.6673524,-0.71065736,-1.4772174,0.21958208,-1.0408788,0.33482996,-5.234605,-1.0760481,0.09749246,0.047828328,-0.031285815,1.1671796,0.9409042,-3.0169868,1.583794,-2.07707,-1.9435627,-2.9407773,0.24319182,-0.39690945,2.1726782,-2.8242185,-1.9441282,3.637509,-0.9459708,-0.5087386,-3.6072927,0.32797202,-0.73842037,-0.1428892,-0.1778168,-1.6353285,-1.3142625,0.4723637
